Name,Current price,Change(%),Open,High,Low,Volume
LIBERTY MEDIA CORP.,59.85,12.09,61.23,61.23,59.45,97215
GOOSEHEAD INSURANCE INC.,77.77,10.87,77.46,79.15,77.15,97033
THRYV HOLDINGS INC.,20.74,11.8,20.86,20.92,20.21,96746
IES HOLDINGS INC.,86.04,0.76,90.0,92.0,82.75,96675
AVIAT NETWORKS INC.,28.81,13.22,29.46,29.67,28.75,96664
CARDIFF ONCOLOGY INC.,1.59,11.85,1.62,1.66,1.53,96597
VOX ROYALTY CORP.,1.83,13.17,1.87,1.89,1.81,96155
FIRST WAVE BIOPHARMA INC.,5.14,0.0,5.2,5.22,4.9,95952
SMITH MICRO SOFTWARE INC.,0.8573,11.74,0.88,0.894,0.8526,95546
WORKSPORT LTD.,1.35,11.46,1.36,1.36,1.3,95536
IMAC HOLDINGS INC.,2.12,6.0,1.93,2.36,1.93,95307
NUKKLEUS INC.,0.8225,18.48,0.85,0.91,0.8,95108
MONEYHERO LTD.,1.02,13.77,1.04,1.12,0.97,95078
CHICAGO ATLANTIC REAL ESTATE FINANCE,15.88,11.73,16.13,16.13,15.86,94979
LATHAM GROUP INC.,2.5,11.96,2.5,2.56,2.44,94966
MATRIX SERVICE CO.,9.03,10.77,9.0,9.18,8.92,94963
MONARCH CASINO & RESORT INC.,69.41,10.09,68.81,69.58,68.69,94465
CHICKEN SOUP FOR THE SOUL ENTERTAINMENT,0.1913,10.73,0.2,0.2083,0.185,94171
CITY HOLDING COMPANY,101.56,10.64,100.67,102.64,100.67,94022
OPAL FUELS INC.,4.64,12.52,4.76,4.77,4.56,93909
ENVIROTECH VEHICLES INC.,2.06,18.04,2.23,2.35,2.0,93893
OCA ACQUISITION,10.85,0.0,10.85,10.85,10.85,93475
ALPHA AND OMEGA SEMICONDUCTOR,25.23,12.55,25.53,25.82,25.22,93397
VOR BIOPHARMA INC.,2.22,15.53,2.31,2.41,2.22,93280
ABIVAX SA ADS,12.55,14.71,12.99,13.0,12.48,92874
NEW HORIZON AIRCRAFT,1.6,14.76,1.75,1.9,1.53,92867
IMMIX BIOPHARMA INC.,3.77,13.08,3.91,3.97,3.7,92847
BRAINSWAY LTD. ADS,5.81,0.52,5.64,5.88,5.64,92515
TRAVELZOO,8.24,13.4,8.53,8.54,8.12,92413
APOLLOMICS INC.,0.81,11.22,0.8028,0.825,0.8012,92083
NEWCOURT ACQUISITION CORP ORD.,4.79,0.0,6.28,6.28,4.58,91904
ENCORE CAPITAL GROUP INC,50.25,11.97,50.44,51.26,49.88,91882
KFORCE INC.,68.46,10.38,68.12,68.7,67.69,91671
THIRD HARMONIC BIO INC.,8.76,0.34,8.61,8.86,8.07,91567
CELCUITY INC.,15.47,1.58,15.11,15.89,15.03,91402
NUWELLIS INC.,0.48,2.08,0.454,0.4964,0.454,91342
STONEX GROUP INC.,65.61,11.35,65.82,66.84,65.5,91211
OPTIMIZERX CORP.,14.68,10.74,14.48,15.03,14.47,91090
ACURX PHARMACEUTICALS INC.,3.19,12.15,3.19,3.26,3.07,91047
INDEPENDENT BANK,24.82,11.43,24.49,24.91,24.49,90853
AUDIOCODES,11.49,10.26,11.49,11.57,11.35,90758
TECHTARGET INC.,34.07,0.35,33.54,34.87,33.53,90286
SPOK HOLDINGS INC.,17.02,10.12,16.92,17.16,16.75,90055
QOMOLANGMA ACQUISITION,0.11,0.0,0.1224,0.1224,0.11,90000
LUNA INNOVATIONS INC.,7.24,11.5,7.24,7.33,7.18,90000
HHG CAPITAL CORP.,11.3,0.0,11.2,11.3,11.2,89800
ICAD INC.,1.38,2.22,1.34,1.4,1.3,89455
TRUSTCO BANK CORP NY,27.81,12.01,27.87,28.45,27.52,89283
INGLES MARKETS INC.,83.1,0.0,82.7,84.97,82.5,89246
ENVERIC BIOSCIENCES INC.,0.8675,13.97,0.8605,0.8999,0.7531,89157
KELLY SERVICES INC.,20.61,11.2,20.69,20.83,20.55,89045
PRELUDE THERAPEUTICS INC.,3.05,16.73,3.25,3.25,3.05,88841
TURTLE BEACH CORP.,11.31,10.96,11.24,11.4,11.13,88569
GERMAN AMERICAN BANCORP INC.,32.18,10.95,32.02,32.66,31.96,88051
COEPTIS THERAPEUTICS HLD.,0.56,12.1,0.55,0.5738,0.5379,87905
WIMI HOLOGRAM CLOUD INC. ADS,0.6233,11.0,0.63,0.64,0.621,87691
LICHEN CHINA LTD.,1.35,16.9,1.39,1.58,1.35,87662
SOCIETAL CDMO INC.,0.3968,12.0,0.415,0.42,0.37,87598
MERCANTILE BANK,39.35,11.08,39.33,39.97,38.52,87525
STOCK YARDS BANCORP INC.,48.78,10.35,48.04,49.51,47.91,87510
PDF SOLUTIONS INC.,32.1,1.29,31.53,32.21,31.42,87069
CAPSTAR FINANCIAL HLD.,17.66,11.83,17.53,17.94,17.53,86974
PRAXIS PRECISION MEDICINES,41.77,14.48,43.51,43.51,40.65,86927
SHORE BANCSHARES INC.,11.56,14.78,11.88,12.03,11.55,86529
VIVOS THERAPEUTICS INC.,6.13,10.16,6.3,6.47,5.9,86414
LUCY SCIENTIFIC DISCOVERY INC.,0.2385,10.63,0.239,0.2491,0.2285,86387
PROFIRE ENERGY INC.,1.56,11.27,1.58,1.58,1.53,86329
ASTRA SPACE INC.,1.89,12.07,1.96,1.96,1.81,86204
ODYSSEY MARINE EXPLORATION,4.47,14.49,4.63,4.72,4.47,86125
AQUARON ACQUISITION,10.78,0.0,10.79,10.79,10.78,86000
BIOCARDIA INC.,0.4269,13.76,0.4397,0.4397,0.4152,85807
INOTIV INC.,3.59,7.81,3.3,3.65,3.25,85647
CARISMA THERAPEUTICS INC.,2.14,10.93,2.2,2.24,2.03,85599
AMALGAMATED FINANCIAL,25.63,11.5,25.62,26.04,25.58,85555
NOTABLE LABS,1.25,3.31,1.23,1.26,1.19,85418
VIRIOS THERAPEUTICS INC.,0.4,13.64,0.42,0.42,0.39,85280
NEW MOUNTAIN FINANCE,25.75,10.96,25.98,26.29,25.69,85165
FORESIGHT AUTONOMOUS HLD.,1.06,1.92,1.05,1.08,1.01,85059
NEXT.E.GO N.V.,0.275,16.87,0.3178,0.325,0.27,84976
PHIO PHARMACEUTICALS,0.6178,1.45,0.5907,0.64,0.57,84908
GENASYS INC.,1.61,4.55,1.59,1.61,1.51,84830
REWALK ROBOTICS,0.9666,0.69,0.97,0.98,0.94,84710
MIDDLESEX WATER CO.,56.07,12.03,56.32,56.99,55.7,84577
PERFORMANCE SHIPPING INC.,1.85,10.54,1.86,1.9,1.8,84397
XCEL BRANDS INC,1.18,16.35,1.33,1.33,1.11,83915
CSW INDUSTRIALS INC.,220.44,0.21,218.35,220.72,216.1,83842
B. RILEY FINANCIAL,13.48,13.71,14.08,14.08,13.34,83704
ANI PHARMACEUTICALS INC.,55.42,11.93,55.79,55.87,54.84,83659
BANCFIRST CORP.,87.46,10.98,86.66,88.31,86.04,83561
THE ONCOLOGY INSTITUTE INC.,2.14,0.94,2.15,2.2,2.08,83446
SONIM TECHNOLOGIES INC.,0.6269,14.87,0.69,0.69,0.6103,83063
LIGHTBRIDGE CORP.,3.13,10.95,3.25,3.25,3.03,83024
SKYX PLATFORMS CORP.,1.45,0.0,1.42,1.49,1.4,82777
VERSUS SYSTEMS INC.,2.2,12.65,2.16,2.29,2.15,82495
FITELL CORP.,2.75,10.36,2.58,3.03,2.58,82492
COMMERCIAL VEHICLE GROUP INC.,6.58,10.9,6.52,6.66,6.42,82489
L CATTERTON ASIA ACQUISITION CORP,11.49,4.55,10.99,11.99,10.51,82453
PROSOMNUS INC.,0.819,2.06,0.8101,0.819,0.75,82199
NEURONETICS INC.,3.38,0.9,3.26,3.39,3.25,82095
ERIE INDEMNITY CO.,347.39,0.12,347.52,348.83,339.78,81850
FENNEC PHARMACEUTICALS INC.,10.07,0.8,9.94,10.18,9.6,81724
IM CANNABIS CORP.,0.245,12.39,0.259,0.259,0.245,81703
TREVENA INC.,0.6179,10.98,0.615,0.62,0.603,81620
MARKETWISE INC.,2.28,17.32,2.42,2.43,2.27,81508
BOLT BIOTHERAPEUTICS INC.,1.1,10.9,1.1,1.11,1.04,81452
VEON LTD. ADS,20.18,0.7,19.97,20.2,19.75,81368
CLEARSIDE BIOMEDICAL INC.,1.37,3.01,1.34,1.38,1.3,81124
CARECLOUD INC.,1.22,14.69,1.23,1.27,1.18,80763
J-LONG GROUP LTD.,12.7,14.08,12.59,12.96,11.53,80414
POLESTAR AUTOMOTIVE HOLDING UK,0.1405,0.21,0.13,0.16,0.13,80259
VERASTEM INC.,12.25,0.0,12.39,12.39,11.85,79914
MILESTONE PHARMACEUTICALS INC.,1.63,12.4,1.68,1.68,1.6,79832
GYRE THERAPEUTICS INC.,11.5,15.66,12.3,12.85,10.93,79781
KVH INDUSTRIES INC.,4.78,11.24,4.8,4.89,4.65,79703
OVID THERAPEUTICS INC.,3.7,14.39,3.81,3.93,3.7,79623
ADDUS HOMECARE CORP.,88.88,0.44,87.61,89.0,87.61,79521
ISUN INC.,0.2239,12.44,0.2239,0.2239,0.2161,79452
VIANT TECHNOLOGY INC.,8.88,10.56,8.9,9.2,8.48,79417
VALLEY NATIONAL BANCORP 5.5% FIXED TO F,22.68,11.56,22.9,23.5,22.22,79380
AMERISAFE INC.,49.06,10.77,49.07,49.4,48.78,78877
NUBIA BRAND INTERNATIONAL,4.53,121.35,5.3,6.2,4.25,78275
J & J SNACK FOODS,160.05,0.5,158.19,161.09,157.88,78146
ASTEC INDUSTRIES INC.,36.05,0.47,35.39,36.5,35.16,78080
OAK WOODS ACQUISITION,0.1001,0.0,0.13,0.13,0.1001,78000
CLEARPOINT NEURO INC.,7.15,1.56,6.95,7.21,6.88,77971
MONTE ROSA THERAPEUTICS INC.,4.72,14.65,4.89,4.98,4.61,77471
CHICKEN SOUP FOR THE SOUL ENTERTAINMENT,0.88,9.75,0.9,0.9562,0.85,77464
OPTHEA LTD.,2.8,1.45,3.09,3.1,2.79,77458
CINEVERSE CORP.,1.69,0.6,1.68,1.72,1.55,77445
ALLIED GAMING & ENTERTAINMENT,1.27,12.31,1.29,1.34,1.24,77292
FIRSTSERVICE CORP.,170.69,10.12,168.66,171.21,167.59,77273
INFORMATION SERVICES GROUP,4.47,12.4,4.58,4.58,4.44,76694
GOLDEN ENTERTAINMENT INC.,38.05,12.46,38.42,38.52,37.78,76676
SAPIENS INTERNATIONAL,27.02,11.99,27.37,27.38,27.0,76605
OPGEN INC.,0.3293,13.12,0.32,0.339,0.313,76577
THORNBURG,15.72,10.32,15.72,15.77,15.64,76397
TUNIU CORP.,0.65,10.93,0.66,0.67,0.65,76355
SLM CORP.,71.9,0.56,71.68,72.32,71.53,76352
GEOSPACE TECHNOLOGIES,15.29,0.99,15.0,15.4,14.94,76176
ARROW FINANCIAL,24.18,13.16,24.1,24.66,24.05,76102
SOLOWIN HLD.,4.09,2.51,3.91,4.18,3.33,76022
AVEANNA HEALTHCARE HLD.,2.53,4.55,2.39,2.62,2.33,75807
SHENANDOAH TELECOM CO,20.27,12.69,20.57,20.76,20.24,75733
S&W SEED COMPANY,0.5235,3.44,0.5061,0.55,0.49,75589
RUMBLEON INC.,6.83,0.74,6.68,6.92,6.56,75478
TOP KINGWIN LTD,1.48,1.37,1.43,1.5,1.42,75085
BANK OF MARIN BANCORP,18.73,10.95,18.57,19.01,18.51,74917
BEAMR IMAGING,1.55,18.82,1.64,1.76,1.51,74765
NOVANTA INC.,157.17,10.15,155.45,158.18,154.45,74727
SIENTRA INC.,0.6327,2.02,0.614,0.6592,0.6,74708
AN2 THERAPEUTICS INC.,20.4,2.31,19.73,21.11,19.73,74576
SNOW LAKE RESOURCES,0.8181,15.97,0.8497,0.883,0.785,74547
WANG & LEE GROUP INC.,0.6298,17.38,0.6596,0.665,0.6,74542
CHUY S HOLDINGS INC.,34.72,10.4,34.43,34.8,33.92,74410
AC IMMUNE SA,3.08,13.14,3.08,3.11,3.01,74325
MOLECULIN BIOTECH INC.,0.5067,11.99,0.5041,0.5139,0.5004,74285
ASSURE HOLDINGS,0.2601,3.09,0.2597,0.27,0.25,74174
FRESH2 GROUP LTD.,0.4111,15.54,0.4567,0.4567,0.3999,73597
GD CULTURE GROUP,2.03,7.41,1.85,2.1,1.85,73597
CRESCENT CAPITAL BDC INC.,16.33,10.31,16.25,16.45,16.21,73590
LINCOLN EDUCATIONAL SERVICES,9.53,3.7,9.13,9.59,9.13,73572
CAVCO INDUSTRIES INC.,343.05,1.75,336.77,350.88,325.25,73537
PURPLE BIOTECH,0.73,5.72,0.69,0.745,0.69,73403
NIOCORP DEVELOPMENTS,2.99,10.99,3.05,3.1,2.96,73192
ANIXA BIOSCIENCES INC.,4.6,0.44,4.59,4.68,4.54,73114
TH INTERNATIONAL,1.54,12.53,1.57,1.57,1.53,73112
BIONOMICS LTD.,0.9381,0.87,0.9293,0.9381,0.9176,73044
SU GROUP HOLDINGS,3.32,110.03,3.24,3.4,3.13,73022
ARTERIS INC.,6.25,1.46,6.13,6.25,6.05,72841
ALITHYA GROUP,1.26,4.13,1.23,1.27,1.18,72828
JANONE INC.,0.5835,3.62,0.5873,0.63,0.54,72587
MASTERCRAFT BOAT HLD.,19.81,10.4,19.5,20.19,19.39,72336
ALTERNUS CLEAN ENERGY INC.,0.9802,12.95,1.01,1.01,0.9749,72309
VIEW INC.,1.51,14.43,1.58,1.6,1.5,72282
BONE BIOLOGICS CORP,3.19,14.49,3.44,3.62,3.1,72047
CENNTRO ELECTRIC GROUP,1.2,10.83,1.2,1.21,1.16,72022
WAVEDANCER INC.,2.45,110.91,2.28,2.51,2.24,71650
HARVARD BIOSCIENCE INC.,4.52,0.0,4.46,4.63,4.45,71622
NEOVOLTA INC.,1.61,3.21,1.58,1.65,1.51,71561
GREENLIGHT REINSURANCE,11.21,11.23,11.24,11.28,11.11,71387
LEMAITRE VASCULAR INC.,58.7,10.15,58.03,59.01,57.55,71018
GAIN THERAPEUTICS INC.,3.94,4.51,3.77,3.97,3.63,70889
1ST SOURCE CORP.,51.01,11.77,50.8,51.54,49.98,70813
5E ADVANCED MATERIALS INC.,1.3,14.41,1.36,1.41,1.25,70739
MARCHEX INC.,1.35,12.17,1.34,1.38,1.31,70648
RED ROBIN GOURMET BURGERS INC.,10.51,10.47,10.37,10.63,10.24,70311
TIPTREE INC.,19.17,0.52,18.89,19.34,18.89,70057
FIRST FINANCIAL,38.26,11.47,38.38,38.87,37.96,69991
TIGO ENERGY INC.,1.37,13.52,1.43,1.43,1.35,69913
INSEEGO CORP.,2.33,4.95,2.22,2.35,2.15,69879
AKILI INC.,0.258,3.2,0.242,0.2609,0.242,69862
MAIDEN HOLDINGS LTD.,1.71,13.39,1.73,1.79,1.7,69508
BIODESIX INC.,2.12,0.47,2.1,2.14,2.03,69463
OUTBRAIN INC.,4.07,4.36,3.88,4.16,3.88,69272
VBI VACCINES INC.,0.689,13.5,0.735,0.735,0.6508,69127
THE JOINT CORP.,9.9,11.88,9.97,10.07,9.87,69023
CITI TRENDS INC.,27.97,11.13,28.17,28.58,27.68,68582
SILVERSUN TECHNOLOGIES INC.,13.23,10.23,13.21,13.87,13.1,68533
LIGAND PHARMACEUTICALS INC.,74.54,0.5,73.35,74.8,73.32,68445
ZOOMCAR HOLDINGS INC.,2.06,16.79,2.2,2.29,1.87,68207
MYR GROUP INC.,151.34,1.9,147.66,152.11,147.27,68170
VCI GLOBAL LTD.,0.91,1.11,0.8994,0.94,0.89,67848
BIONEXUS GENE LAB CORP,0.44,11.03,0.4505,0.4505,0.4206,67686
TSCAN THERAPEUTICS INC.,5.24,1.75,5.13,5.25,4.96,67682
PROFOUND MEDICAL,8.55,13.5,8.78,8.86,8.15,67533
MACATAWA BANK CORP.,10.28,12.74,10.4,10.45,10.27,67525
KIMBALL ELECTRONICS INC.,23.9,12.29,24.19,24.35,23.89,67438
URGENT.LY INC.,2.07,13.27,2.18,2.3,2.04,67266
DULUTH HOLDINGS INC.,4.9,12.2,4.98,5.03,4.87,66929
CALAMOS DYNAMIC CONVERTIBLE &,20.73,10.29,20.75,20.8,20.67,66768
COVENANT LOGISTICS GROUP INC.,50.23,3.04,48.28,50.38,47.89,66659
EGAIN CORP.,7.82,10.26,7.73,7.96,7.68,66590
ENLIGHT RENEWABLE ENERGY,17.45,11.08,17.65,17.68,17.34,66559
SCISPARC,3.71,2.49,3.62,3.79,3.58,66440
HURON CONSULTING GROUP INC.,103.1,12.04,104.81,104.81,102.92,66330
SPI ENERGY CO.,0.599,12.28,0.6,0.613,0.582,66329
COLOR STAR TECHNOLOGY CO.,0.305,11.42,0.3248,0.3248,0.2903,65915
DOCEBO INC.,43.56,11.69,43.77,44.09,43.48,65733
COLUMBIA FINANCIAL INC.,17.43,10.8,17.24,17.6,17.24,65695
AGILE THERAPEUTICS INC.,1.47,12.65,1.52,1.52,1.4,65577
AUDDIA INC.,0.195,1.35,0.1902,0.2098,0.1885,65373
ORCHESTRA BIOMED HLD.,7.11,15.2,7.33,7.5,7.09,65314
BROADWIND INC.,2.4,1.27,2.35,2.43,2.35,65251
CHROMADEX CORP.,1.52,0.66,1.5,1.55,1.5,65006
FOUR LEAF ACQUISITION,10.6,0.0,10.6,10.6,10.6,65000
INTEVAC INC.,4.01,11.72,4.01,4.11,3.96,64978
OLYMPIC STEEL INC.,68.23,11.06,67.69,68.58,67.63,64927
SURMODICS INC.,31.77,12.04,32.5,32.56,30.96,64905
BIOVENTUS INC.,4.53,11.52,4.56,4.58,4.43,64879
FLEXSHOPPER INC.,1.33,10.75,1.33,1.4,1.31,64778
SILICOM LTD,17.02,0.12,16.98,17.23,16.76,64755
MATERIALISE NV ADS,5.7,12.73,5.81,5.85,5.65,64754
KAISER ALUMINUM,65.66,10.95,64.85,66.07,64.15,64725
NEUROPACE INC.,15.06,0.47,15.55,15.55,14.52,64518
EDIBLE GARDEN AG INC.,0.462,14.51,0.48,0.48,0.46,64417
CARTER BANKSHARES INC.,14.21,11.59,14.17,14.8,14.17,64315
ARCIMOTO INC.,0.66,11.49,0.671,0.68,0.6511,64155
CHINA SXT PHARMACEUTICALS INC.,1.85,12.63,1.99,1.99,1.82,64095
NORTHEAST COMMUNITY BANCORP,16.81,11.35,16.88,16.98,16.81,64065
NEPTUNE WELLNESS SOLUTIONS,0.4974,2.18,0.5,0.5,0.48,63775
ALTAMIRA THERAPEUTICS,1.78,11.66,1.79,1.8,1.73,63504
DARIOHEALTH CORP.,1.8,15.76,1.93,1.99,1.76,63378
AIRSHIP AI HOLDINGS INC,1.5,11.96,1.52,1.55,1.48,63322
SIMULATIONS PLUS INC.,37.86,10.5,37.61,38.2,37.56,63076
GRUPO AEROPORTUARIO DEL CENTRO NORTE S.,75.22,1.37,73.65,75.32,73.65,62790
DATA STORAGE CORP.,3.87,0.52,3.95,3.95,3.68,62714
FINANCIAL INSTITUTIONS INC.,19.8,12.03,19.91,20.12,19.56,62659
GUARDFORCE AI CO.,2.59,5.28,2.44,2.59,2.4,62627
HILLEVAX INC.,14.5,0.28,14.23,14.51,14.15,62510
SO-YOUNG INTERNATIONAL,0.98,14.85,1.01,1.0188,0.98,62502
ALARUM TECHNOLOGIES,11.65,5.05,11.11,11.65,10.82,62234
LM FUNDING AMERICA INC.,0.478,1.49,0.46,0.493,0.46,61711
UNIVERSAL STAINLESS & ALLOY PRODUCTS,19.12,10.16,18.81,19.4,18.69,61398
JAKKS PACIFIC INC.,31.65,10.63,31.2,32.03,31.2,61070
JOHNSON OUTDOORS INC.,44.41,12.82,45.86,47.17,44.41,61065
THE RMR GROUP INC.,25.72,12.43,26.03,26.03,25.67,60929
GENERATION,3.75,15.06,3.85,3.86,3.75,60846
MESA LABORATORIES INC.,94.0,10.07,91.99,94.92,90.1,60727
PONO CAPITAL TWO INC. UNIT,10.95,0.0,10.95,10.95,10.95,60701
GEOVAX LABS INC.,2.97,110.54,3.22,3.27,2.8,60672
MAMMOTH ENERGY SERVICES INC.,3.33,14.86,3.5,3.54,3.33,60577
MERRIMACK PHARMACEUTICALS INC.,13.13,11.28,13.25,13.29,13.1,60483
PALOMAR HOLDINGS INC.,58.59,10.73,58.73,59.92,58.27,60440
FIRST UNITED CORP.,22.87,1.64,22.29,23.0,22.0,60330
APPLIED DNA SCIENCES INC.,0.5742,14.3,0.6,0.6,0.5575,60217
CO-DIAGNOSTICS INC.,1.17,13.31,1.18,1.21,1.15,60081
THERATECHNOLOGIES INC.,1.67,0.6,1.69,1.69,1.59,59905
HEPION PHARMACEUTICALS INC.,1.66,11.78,1.72,1.75,1.63,59698
COLLIERS INTERNATIONAL GROUP,116.51,12.02,117.54,117.54,115.39,59510
QUALIGEN THERAPEUTICS INC.,0.5017,15.34,0.53,0.53,0.4925,59241
SMART FOR LIFE INC.,1.13,12.59,1.16,1.17,1.11,59107
INTERNATIONAL GENERAL INSURANCE HLD.,13.41,0.83,13.42,13.66,13.1,59096
SIFY TECHNOLOGIES,1.35,10.74,1.34,1.44,1.34,59021
CONCRETE PUMPING HLD.,7.86,0.26,7.84,7.94,7.72,58962
TUANCHE LTD.,1.93,12.03,1.91,2.39,1.87,58902
AXT INC,2.52,0.0,2.51,2.53,2.48,58749
HAYNES INTERNATIONAL INC.,56.11,0.63,55.04,56.6,55.04,58405
BEL FUSE INC.,67.81,11.71,68.2,68.84,67.52,58273
AMERICAN WOODMARK,93.19,11.1,93.11,94.43,92.23,58259
DIGIMARC CORP.,37.18,2.37,35.72,37.75,35.6,58070
XBIOTECH INC.,5.43,17.28,4.62,5.43,4.44,57937
JOHN B. SANFILIPPO & SON INC.,105.04,0.06,103.3,105.45,103.19,57277
FIRST BANK,13.42,11.11,13.37,13.61,13.35,57256
ADAGENE INC. ADS,3.48,13.33,3.61,3.77,3.45,57197
GCM GROSVENOR INC.,8.6,10.92,8.59,8.66,8.59,57135
NEXTPLAY TECHNOLOGIES INC.,1.24,11.59,1.22,1.3,1.1,57039
WAFD INC. DEPOSITARY SHARES,16.68,11.71,16.74,16.96,16.3,56991
INNOSPEC INC.,116.35,11.19,116.67,117.25,115.89,56523
JVSPAC ACQUISITION,10.14,0.0,10.14,10.15,10.14,56355
NAUTILUS BIOTECHNOLOGY INC.,2.7,16.25,2.84,2.86,2.7,56340
BRIGHT MINDS BIOSCIENCES INC.,2.16,0.47,2.07,2.27,2.06,56294
VISIONARY EDUCATION TECHNOLOGY HLD.,0.1789,10.56,0.17,0.179,0.1601,56260
UNICYCIVE THERAPEUTICS INC.,0.9328,12.83,0.97,0.97,0.9237,56244
PSYENCE BIOMEDICAL,1.45,115.7,1.71,1.71,1.43,56110
MOVANO INC.,0.6129,12.71,0.63,0.6479,0.6,56099
LIANBIO ADS,4.13,11.2,4.12,4.18,4.12,56083
IZEA WORLDWIDE INC.,2.05,10.97,2.06,2.1,2.01,56053
ICF INTERNATIONAL INC.,141.2,10.7,140.93,141.72,139.76,56041
PEPPERLIME HEALTH ACQUISITION,10.92,0.0,10.92,10.92,10.92,55779
EKSO BIONICS HLD.,2.14,13.6,2.17,2.22,2.09,55745
BRIGHTHOUSE FINANCIAL,20.41,10.83,20.26,20.41,20.0,55728
EPSILON ENERGY LTD.,4.84,11.22,4.95,5.03,4.84,55376
NATIONAL RESEARCH,37.01,14.69,38.47,39.04,36.81,55326
MINERVA NEUROSCIENCES INC,9.44,9.13,8.55,9.62,8.55,55324
UNITED FIRE GROUP INC,22.18,10.18,21.97,22.5,21.97,55252
MOBILE GLOBAL ESPORTS INC.,0.26,11.52,0.2615,0.278,0.26,55174
FIRST MID BANCSHARES INC.,30.83,11.19,30.7,31.58,30.65,55094
SHINECO INC.,0.156,11.27,0.1533,0.1567,0.15,55089
ARRIVENT BIOPHARMA INC.,21.85,10.59,21.97,22.15,21.33,55003
UNIVERSAL ELECTRONICS INC.,8.58,11.72,8.99,8.99,8.34,54928
RAVE RESTAURANT GROUP INC.,1.98,1.54,1.94,2.02,1.94,54915
INDIVIOR PLC,17.51,0.86,17.53,17.53,17.21,54898
THE HACKETT GROUP INC.,22.87,11.8,23.12,23.24,22.83,54837
SOUTHERN CALIFORNIA BANCORP,16.05,10.19,16.22,16.22,15.91,54729
THE YORK WATER CO.,36.0,11.67,36.47,36.47,35.76,54640
UCOMMUNE INTERNATIONAL LTD,2.34,110.69,2.5,2.68,2.31,54300
NOVA,146.75,1.21,144.25,146.86,143.84,54010
TELA BIO INC.,6.94,10.57,7.02,7.05,6.84,53880
EVERGREEN CORP.,11.25,0.0,11.25,11.26,11.25,53577
SAVE FOODS INC.,1.57,10.63,1.58,1.71,1.52,53490
STEAKHOLDER FOODS,0.56,11.75,0.57,0.57,0.524,53345
BRIDGELINE DIGITAL INC.,0.7759,12.01,0.8059,0.8375,0.7759,53268
BOWEN ACQUISITION CORP,10.36,0.0,10.35,10.38,10.35,52989
NEWTEKONE,23.94,1.18,23.84,24.05,23.77,52984
STRATEGIC EDUCATION INC.,96.08,10.09,95.22,96.32,95.22,52689
XILIO THERAPEUTICS INC.,0.659,11.64,0.6601,0.6971,0.625,52686
KWESST MICRO SYSTEMS INC.,1.2,0.0,1.2,1.26,1.2,52657
AWARE INC.,1.74,10.57,1.8,1.81,1.72,52607
NORTHWEST PIPE CO.,30.2,11.27,30.14,30.57,30.07,52442
EQUILLIUM INC.,0.8398,2.41,0.83,0.84,0.8,52329
THE ALKALINE WATER CO.,0.2839,11.76,0.2943,0.2943,0.28,51919
RADCOM,10.03,0.2,10.0,10.09,9.84,51626
NETSOL TECHNOLOGIES INC.,2.25,4.17,2.24,2.26,2.18,51513
PC CONNECTION INC.,66.17,0.17,65.74,66.5,65.57,51298
AMERICA S CAR-MART INC.,62.25,11.27,61.48,62.56,60.17,51087
RELIANCE GLOBAL GROUP INC.,0.45,10.02,0.4545,0.4699,0.421,51070
ESH ACQUISITION,10.34,0.0,10.3,10.34,10.3,50991
MONOPAR THERAPEUTICS INC.,0.364,11.81,0.365,0.37,0.3409,50762
NEXXEN INTERNATIONAL,5.05,3.7,5.07,5.1,4.86,50672
DONEGAL GROUP INC.,14.7,11.01,14.68,14.82,14.23,50568
SYNCHRONOSS TECHNOLOGIES INC.,7.45,2.05,7.4,7.66,7.31,50443
ABACUS LIFE INC.,12.27,11.6,12.25,12.61,12.1,50336
BUSINESS FIRST BANCSHARES INC.,22.24,10.76,22.04,22.49,22.03,50248
TRIVAGO N.V. ADS,2.5,0.4,2.47,2.52,2.47,50177
RCI HOSPITALITY HLD.,62.37,11.0,62.47,63.4,62.37,50129
STOKE THERAPEUTICS INC.,4.66,14.7,4.84,4.86,4.64,50125
SEMLER SCIENTIFIC INC.,45.25,0.47,44.78,47.26,44.6,50106
A SPAC I ACQUISITION,10.98,0.0,11.0,11.0,10.98,50100
DLH HOLDINGS CORP.,15.97,1.14,15.79,16.06,15.55,50044
VIRAX BIOLABS GROUP,0.8,1.27,0.7764,0.8,0.7513,49812
FREEDOM HOLDING,83.49,2.13,80.63,83.63,80.63,49763
ENSTAR GROUP LTD.,267.51,10.12,265.02,271.87,265.02,49733
SAFE AND GREEN DEVELOPMENT,0.9882,14.98,1.05,1.05,0.95,49634
EVERSPIN TECHNOLOGIES INC.,8.58,10.92,8.66,8.66,8.48,49634
INFLARX N.V.,1.62,14.71,1.7,1.72,1.62,49611
NKGEN BIOTECH INC.,1.63,1.24,1.8,1.82,1.61,49575
ALTISOURCE PORTFOLIO SOLUTIONS S.A.,2.91,3.56,2.85,2.93,2.77,49549
HORIZON SPACE ACQUISITION I,0.081,110.1,0.0901,0.0901,0.081,49476
RCM TECHNOLOGIES INC.,27.11,12.73,27.63,27.89,27.01,49446
CENTRAL GARDEN & PET CO.,46.77,11.76,47.16,47.17,46.6,49443
T2 BIOSYSTEMS INC.,4.76,12.66,4.91,5.0,4.52,49388
